label,split,q1,q2,q3,q4,calibration_selected_start,calibration_selection_loss,calibration_candidate_q_dispersion,calibration_inner_selection_used,calibration_refinement_used,calibration_fit_rows,calibration_selection_rows,calibration_extra_candidate_available,calibration_selected_extra_candidate,prior_weight,capacity_cycle1,early_fade_rate,dataset,method,seed
B0031,meta_fit,-0.1300912946462631,-0.0742586404085159,0.3714867532253265,-0.2154546976089477,3.0,0.0229440815746784,0.2698196768760681,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.0605177879333496,0.005579259712249,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0033,meta_fit,0.1161863505840301,-0.0783903822302818,-0.0783313736319542,-0.0611138455569744,3.0,0.0607557483017444,0.004574941471219,1.0,1.0,42.0,15.0,0.0,0.0,0.0,1.5074721574783323,0.0027501450385898,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0040,meta_fit,0.3188956081867218,0.2506086528301239,-0.1462316364049911,-0.3434946835041046,0.0,0.0121086267754435,0.3819625973701477,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.355201244354248,0.0001568794250488,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0005,structure_validation,0.3509504199028015,0.5227648019790649,0.7483907341957092,0.1876031756401062,1.0,0.0043245996348559,0.2936474978923797,1.0,1.0,37.0,13.0,0.0,0.0,0.0,1.971815824508667,0.003261963604018,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0026,structure_validation,-0.6132776737213135,0.6381138563156128,0.368976354598999,-0.6284413933753967,1.0,0.3270673155784607,0.411432147026062,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.29417085647583,0.0012408891925588,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0030,structure_validation,-0.2195571213960647,-0.0352503098547458,0.1819145381450653,0.096883900463581,0.0,0.0151370977982878,0.3289885818958282,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.8984524011611936,0.0035860671196132,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0036,structure_validation,-0.1970805525779724,0.7788750529289246,0.2057969570159912,-0.3227212429046631,0.0,0.0122133139520883,0.2406599968671798,1.0,1.0,44.0,15.0,0.0,0.0,0.0,1.910919189453125,0.0016210344620049,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0039,structure_validation,-0.0415674932301044,-0.6684696674346924,-0.1425399780273437,0.3111212253570556,2.0,0.1571669280529022,0.1273355633020401,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.352920413017273,0.0048213400878012,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0005,meta_fit,-0.1034760400652885,0.0658010318875312,-0.1141518950462341,0.1108230873942375,0.0,0.0036216683220118,0.0002156084956368,1.0,1.0,37.0,13.0,0.0,0.0,0.0,1.9078834056854248,0.0019044610671699,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0007,meta_fit,-0.038854245096445,0.0674949660897255,-0.1062285453081131,0.1154320463538169,1.0,0.0022536017931997,0.0016491495771333,1.0,1.0,37.0,13.0,0.0,0.0,0.0,1.9014617204666135,0.0013857814483344,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0025,meta_fit,-0.0287983193993568,-0.0659951567649841,-0.08014427870512,0.0798669904470443,2.0,0.0015004141023382,0.0681803002953529,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.7853678464889526,-0.0033825503196567,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0026,meta_fit,-0.2329431176185608,0.2950209081172943,-0.4859510362148285,0.0530403554439544,2.0,0.3940740525722503,0.1804351210594177,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.641001582145691,0.0090963309630751,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0029,meta_fit,-0.066353365778923,-0.1434165239334106,0.0414070561528205,-0.009918563067913,3.0,0.0262574758380651,0.1630878150463104,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.7029540538787842,-0.0055261719971895,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0030,meta_fit,-0.1801095306873321,-0.1372081637382507,-0.0729478970170021,0.1286547780036926,1.0,0.0183021649718284,0.1665729880332946,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.8138078451156616,-0.0027294158935546,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0036,meta_fit,-0.1121259182691574,-0.0454858615994453,-0.0468475818634033,0.0688544958829879,0.0,0.0596245750784873,0.0002747012476902,1.0,1.0,44.0,15.0,0.0,0.0,0.0,1.8243262767791748,-0.0036796862259507,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0039,meta_fit,0.1701233088970184,-0.187901958823204,0.1777289360761642,-0.12665556371212,3.0,0.192908301949501,0.0543981194496154,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.5552958250045776,-0.0087814200669527,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0006,structure_validation,0.0911467149853706,0.2929849326610565,-0.1297084987163543,0.6606316566467285,0.0,0.0401302985846996,0.1527362912893295,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.0150482654571533,0.0048763882368803,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0028,structure_validation,-0.4077845215797424,-0.0264885574579238,-0.2192593663930893,0.4383399188518524,0.0,0.0006206515245139,0.2276955842971801,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.811322331428528,0.0033335951156914,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0031,structure_validation,-0.6119494438171387,0.479495644569397,0.6111457943916321,0.7650983333587646,2.0,0.0337165221571922,0.1252583861351013,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.24721908569336,1.4675988495582716e-05,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0033,structure_validation,0.6506035327911377,-0.3147040009498596,-0.050085213035345,-0.1969359070062637,2.0,0.2501660287380218,0.1446484327316284,1.0,1.0,42.0,15.0,0.0,0.0,0.0,1.3000105619430542,-0.0079041058197617,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0040,structure_validation,0.471575528383255,0.3975434601306915,-0.0013478980399668,0.5060765147209167,3.0,0.0290245153009891,0.3057637512683868,0.0,0.0,14.0,14.0,0.0,0.0,0.0,2.085101842880249,-0.0005888144369237,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,0
B0005,meta_fit,-0.1254625469446182,0.0230779238045215,-0.001898834714666,-0.1026059836149215,3.0,0.0048927837051451,0.0003249571309424,1.0,1.0,37.0,13.0,0.0,0.0,0.0,1.8837298154830933,-0.0053919819183647,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,1
B0007,meta_fit,-0.1334384828805923,-0.1319105625152588,0.0085203545168042,-0.0977152287960052,2.0,0.0024828794412314,0.1068781614303588,1.0,1.0,37.0,13.0,0.0,0.0,0.0,1.847752809524536,-0.0055062770843505,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,1
B0025,meta_fit,-0.1030209511518478,-0.0070229144766926,0.0377405807375907,-0.0316467024385929,0.0,0.0015105365309864,0.1531388908624649,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.8193682432174685,-0.0070286062546074,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,1
B0026,meta_fit,-0.0920393466949462,0.0934563130140304,-0.0546810030937194,0.04412692040205,0.0,0.4156683683395386,0.0819805562496185,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.7787057161331177,-0.0067188870161771,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,1
B0029,meta_fit,-0.1073080599308013,-0.1089016795158386,0.0177906416356563,-0.136007472872734,0.0,0.0264322515577077,0.3891200423240661,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.8660613298416135,-0.0056397784501314,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,1
B0030,meta_fit,-0.1950399577617645,-0.0456088595092296,-0.2235233634710312,-0.2580651044845581,2.0,0.018284996971488,0.3777595460414886,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.9557451009750368,0.0005991326179355,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,1
B0036,meta_fit,-0.0636219978332519,-0.0029794473666697,0.1136735305190086,0.0578135065734386,0.0,0.1491613090038299,0.0019750997889786,1.0,1.0,44.0,15.0,0.0,0.0,0.0,1.7560462951660156,-0.0073197418823838,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,1
B0039,meta_fit,0.1211503371596336,0.0854020863771438,-0.5646461248397827,0.2348285168409347,2.0,0.1929653435945511,0.1884017586708068,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.4517226219177246,-0.0063531398773193,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,1
B0006,structure_validation,-0.1246785819530487,0.1367644071578979,-0.1913188993930816,-0.4300033152103424,0.0,0.0162156410515308,0.3936031460762024,1.0,1.0,37.0,13.0,0.0,0.0,0.0,1.9979841709136963,0.0037017927970737,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,1
B0028,structure_validation,-0.0648793578147888,0.0831636190414428,-0.2919540703296661,-0.3120763599872589,3.0,0.000829370052088,0.1544288843870163,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.936638355255127,0.002802318893373,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,1
B0031,structure_validation,-0.8309144973754883,0.1865969896316528,0.912559986114502,-0.6084660291671753,0.0,0.0340265445411205,0.5284439325332642,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.2121193408966064,0.003133482299745,nasa_battery_capacity_reviewer_clean_inner1,prefix_q_continuity_step1,1
