dataset,seed,prior_weight,capacity_spearman,early_fade_spearman
nasa_battery_capacity_reviewer_clean_inner1,3,1.0,0.9761904761904763,0.30952380952380953
nasa_battery_capacity_reviewer_clean_inner1,4,0.0,0.9761904761904763,0.6428571428571429
nasa_battery_capacity_reviewer_clean_inner1,4,0.001,0.9761904761904763,0.6428571428571429
nasa_battery_capacity_reviewer_clean_inner1,4,0.01,0.9761904761904763,0.6428571428571429
nasa_battery_capacity_reviewer_clean_inner1,4,0.1,0.9761904761904763,0.4047619047619048
nasa_battery_capacity_reviewer_clean_inner1,4,1.0,0.9761904761904763,0.2380952380952381
nasa_battery_capacity_reviewer_clean_inner2,0,0.0,1.0,0.7619047619047621
nasa_battery_capacity_reviewer_clean_inner2,0,0.001,1.0,0.7619047619047621
nasa_battery_capacity_reviewer_clean_inner2,0,0.01,1.0,0.6904761904761906
nasa_battery_capacity_reviewer_clean_inner2,0,0.1,1.0,0.6904761904761906
nasa_battery_capacity_reviewer_clean_inner2,0,1.0,1.0,0.6904761904761906
nasa_battery_capacity_reviewer_clean_inner2,1,0.0,0.9761904761904763,0.7142857142857144
nasa_battery_capacity_reviewer_clean_inner2,1,0.001,0.9761904761904763,0.7142857142857144
nasa_battery_capacity_reviewer_clean_inner2,1,0.01,0.9761904761904763,0.7142857142857144
nasa_battery_capacity_reviewer_clean_inner2,1,0.1,0.9761904761904763,0.7142857142857144
nasa_battery_capacity_reviewer_clean_inner2,1,1.0,0.9761904761904763,0.6428571428571429
nasa_battery_capacity_reviewer_clean_inner2,2,0.0,0.9761904761904763,0.9285714285714287
nasa_battery_capacity_reviewer_clean_inner2,2,0.001,0.9761904761904763,0.9285714285714287
nasa_battery_capacity_reviewer_clean_inner2,2,0.01,0.9761904761904763,0.9285714285714287
nasa_battery_capacity_reviewer_clean_inner2,2,0.1,0.9761904761904763,0.9047619047619048
nasa_battery_capacity_reviewer_clean_inner2,2,1.0,0.9761904761904763,0.8095238095238096
nasa_battery_capacity_reviewer_clean_inner2,3,0.0,0.9761904761904763,0.9285714285714287
nasa_battery_capacity_reviewer_clean_inner2,3,0.001,0.9761904761904763,0.9285714285714287
nasa_battery_capacity_reviewer_clean_inner2,3,0.01,0.9761904761904763,0.6904761904761906
nasa_battery_capacity_reviewer_clean_inner2,3,0.1,0.9761904761904763,0.6904761904761906
nasa_battery_capacity_reviewer_clean_inner2,3,1.0,0.9761904761904763,0.6904761904761906
nasa_battery_capacity_reviewer_clean_inner2,4,0.0,0.9761904761904763,0.7857142857142858
nasa_battery_capacity_reviewer_clean_inner2,4,0.001,0.9761904761904763,0.7857142857142858
nasa_battery_capacity_reviewer_clean_inner2,4,0.01,0.9761904761904763,0.7857142857142858
nasa_battery_capacity_reviewer_clean_inner2,4,0.1,0.9761904761904763,0.7857142857142858
nasa_battery_capacity_reviewer_clean_inner2,4,1.0,0.9761904761904763,0.7142857142857144
