label,split,q1,q2,q3,q4,calibration_selected_start,calibration_selection_loss,calibration_candidate_q_dispersion,calibration_inner_selection_used,calibration_refinement_used,calibration_fit_rows,calibration_selection_rows,calibration_extra_candidate_available,calibration_selected_extra_candidate,capacity_cycle1,early_fade_rate,response_cycle1,response_cycle10,response_cycle20,response_cycle28,prior_weight,dataset,seed
B0007,meta_fit,-0.1614930778741836,0.2734002470970154,-0.4379296898841858,-0.1336475312709808,2.0,0.0048994910903275,0.1993024945259094,1.0,1.0,37.0,13.0,0.0,0.0,1.9330840110778809,0.0061897435225546,1.9330840110778809,1.8773763179779053,1.83048415184021,1.787245273590088,0.1,nasa_battery_capacity_reviewer_clean_inner0,0
B0025,meta_fit,-0.3642201423645019,0.5570341348648071,-0.1311924308538437,0.5080887079238892,1.0,0.001155114150606,0.165492832660675,0.0,0.0,8.0,8.0,0.0,0.0,1.9188929796218872,0.0074591506272554,1.9188929796218872,1.8517606258392332,1.8144068717956543,1.81197190284729,0.1,nasa_battery_capacity_reviewer_clean_inner0,0
B0028,meta_fit,-0.274211585521698,0.3481345772743225,-0.0244407337158918,0.6185863614082336,1.0,0.0006412734510377,0.1990559101104736,0.0,0.0,8.0,8.0,0.0,0.0,1.904818058013916,0.0063033499754965,1.904818058013916,1.8480879068374636,1.816738605499268,1.8072192668914795,0.1,nasa_battery_capacity_reviewer_clean_inner0,0
B0029,meta_fit,0.2537063956260681,-0.0248518586158752,-0.5880416035652161,0.2335949093103408,2.0,0.0172839574515819,0.4844511449337005,0.0,0.0,12.0,12.0,0.0,0.0,1.8356752395629885,-0.000359548459528,1.8356752395629885,1.838911175727844,1.8259221315383911,1.8159139156341555,0.1,nasa_battery_capacity_reviewer_clean_inner0,0
B0031,meta_fit,-0.3000049591064453,0.4211532473564148,-0.33415487408638,-0.0836246684193611,2.0,0.0187969263643026,0.3624882400035858,0.0,0.0,12.0,12.0,0.0,0.0,1.9301331043243408,0.0062273740768432,1.9301331043243408,1.8740867376327517,1.8164411783218384,1.7830461263656616,0.1,nasa_battery_capacity_reviewer_clean_inner0,0
B0033,meta_fit,-0.1159553304314613,0.0119664212688803,0.1716765910387039,0.2110985368490219,2.0,0.1080749407410621,0.1390153765678405,1.0,1.0,42.0,15.0,0.0,0.0,1.69132399559021,-0.005180160049349,1.69132399559021,1.7379454374313354,1.7615188360214231,1.7646348476409912,0.1,nasa_battery_capacity_reviewer_clean_inner0,0
B0040,meta_fit,-0.6146804094314575,-1.403605341911316,0.5173119306564331,0.8661971092224121,0.0,0.0334065109491348,0.538264811038971,0.0,0.0,14.0,14.0,0.0,0.0,1.7937620878219604,-0.0039920541457831,1.7937620878219604,1.8296905755996704,1.8657293319702148,1.8803715705871584,0.1,nasa_battery_capacity_reviewer_clean_inner0,0
B0006,meta_fit,-0.1821295320987701,0.0270429290831089,-0.0666351020336151,0.3165469765663147,1.0,0.0831728130578994,0.2204671949148178,1.0,1.0,37.0,13.0,0.0,0.0,1.890126347541809,0.0020727713126689,1.890126347541809,1.8714714050292969,1.8406113386154173,1.8140931129455569,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0007,meta_fit,-0.5571172833442688,0.4659308493137359,-0.2713420689105987,-0.3562426567077636,0.0,0.0055075795389711,0.3908056914806366,1.0,1.0,37.0,13.0,0.0,0.0,1.904186725616455,0.0054189097136259,1.904186725616455,1.8554165363311768,1.8199243545532229,1.7994024753570557,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0025,meta_fit,-0.2862998843193054,0.6518251299858093,-0.1616847962141037,0.5167482495307922,1.0,0.0013366763014346,0.2335229367017746,0.0,0.0,8.0,8.0,0.0,0.0,1.901738166809082,0.006624539848417,1.901738166809082,1.8421173095703125,1.8099769353866575,1.8048484325408936,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0028,meta_fit,0.1209486573934555,-0.1031723991036415,-0.2553791105747223,0.6133661866188049,2.0,0.0005863849655725,0.1428934186697006,0.0,0.0,8.0,8.0,0.0,0.0,1.8426051139831543,9.271833505408722e-07,1.8426051139831543,1.8425967693328855,1.8317745923995967,1.8076659440994265,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0029,meta_fit,0.2683950066566467,-0.0357659012079238,-0.5987968444824219,0.2443498522043228,2.0,0.0175761952996253,0.5292778015136719,0.0,0.0,12.0,12.0,0.0,0.0,1.8311949968338013,-0.0006572537822648,1.8311949968338013,1.8371102809906008,1.8235673904418943,1.8122971057891848,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0031,meta_fit,-0.3413850665092468,1.2992922067642212,-0.2964084148406982,0.4219731092453003,1.0,0.0233917962759733,0.2174138277769088,0.0,0.0,12.0,12.0,0.0,0.0,1.8705213069915767,0.0019616682548075,1.8705213069915767,1.852866291999817,1.8274662494659424,1.8033806085586548,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0033,meta_fit,-0.3295302093029022,-0.3957131803035736,0.1355899721384048,0.3169554471969604,0.0,0.1387716978788375,0.0011484489077702,1.0,1.0,42.0,15.0,0.0,0.0,1.843430995941162,-0.0020906394347548,1.843430995941162,1.8622467517852783,1.8406383991241453,1.842531442642212,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0040,meta_fit,-1.2722235918045044,-1.5425559282302856,0.2783710062503814,-0.4128077328205108,1.0,0.1296290457248687,0.4895513355731964,0.0,0.0,14.0,14.0,0.0,0.0,1.8979756832122805,0.0001406272203894,1.8979756832122805,1.89671003818512,1.876403331756592,1.8602330684661863,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0006,meta_fit,-0.4444673955440521,-0.1556882560253143,-0.1894708722829818,-0.4177000522613525,2.0,0.0068952972069382,0.3680189251899719,1.0,1.0,37.0,13.0,0.0,0.0,2.030115842819214,0.0078366594389081,2.030115842819214,1.9595859050750728,1.9120869636535645,1.8793357610702517,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0007,meta_fit,-0.4249861538410187,-0.2442713528871536,-0.2314542829990387,-0.2627761960029602,2.0,0.0012574138818308,0.3224177062511444,1.0,1.0,37.0,13.0,0.0,0.0,2.025461912155152,0.0050916010513901,2.025461912155152,1.9796375036239624,1.9421967267990112,1.9341037273406985,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0025,meta_fit,-0.7002931237220764,-0.2833099961280823,-0.2941000163555145,-0.6585835814476013,0.0,0.0013523143716156,0.4316484928131103,0.0,0.0,8.0,8.0,0.0,0.0,2.1649186611175537,0.0075212847441434,2.1649186611175537,2.097227096557617,1.996581077575684,1.948513746261597,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0028,meta_fit,-0.2871563732624054,-0.2515746355056762,-0.1851650774478912,-0.2087630778551101,2.0,0.0005339663475751,0.2883991599082947,0.0,0.0,8.0,8.0,0.0,0.0,1.9360493421554563,0.0027430190239101,1.9360493421554563,1.911362171173096,1.8976929187774656,1.9029958248138428,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0029,meta_fit,-0.2786478698253631,-0.332333892583847,-0.0597777925431728,-0.3505711853504181,0.0,0.0181938186287879,0.3148685991764068,0.0,0.0,12.0,12.0,0.0,0.0,1.8632018566131592,-1.6689300537109375e-06,1.8632018566131592,1.8632168769836424,1.8605029582977293,1.853727102279663,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0031,meta_fit,-0.311676025390625,-0.3005257844924927,0.1223446875810623,-0.4304602742195129,3.0,0.0233073346316814,0.570187509059906,0.0,0.0,12.0,12.0,0.0,0.0,1.7640159130096436,-0.0013341506710276,1.7640159130096436,1.776023268699646,1.7608011960983276,1.733983278274536,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0033,meta_fit,-0.0063230376690626,-0.0455526635050773,0.1298833787441253,0.1915668398141861,0.0,0.1863685846328735,0.0124670015648007,1.0,1.0,42.0,15.0,0.0,0.0,1.5848853588104248,-0.0063262647017836,1.5848853588104248,1.6418217420578003,1.6802124977111816,1.6719844341278076,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0040,meta_fit,0.3173663318157196,0.2981531322002411,-0.2885842323303222,0.2657428085803985,2.0,0.0109941838309168,0.5305045247077942,0.0,0.0,14.0,14.0,0.0,0.0,1.605257272720337,-0.0040225852280855,1.605257272720337,1.6414605379104614,1.6482855081558228,1.6278889179229736,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0006,meta_fit,-0.4439373612403869,-0.1551619321107864,-0.1897896826267242,-0.4184781610965729,2.0,0.0068407962098717,0.4278976619243622,1.0,1.0,37.0,13.0,0.0,0.0,2.0300843715667725,0.007841627113521,2.0300843715667725,1.9595097303390503,1.9119764566421509,1.8791784048080444,0.001,nasa_battery_capacity_reviewer_clean_inner0,1
B0007,meta_fit,-0.4662190079689026,-0.3634586632251739,-0.2029678523540496,-0.0775313079357147,3.0,0.0012824600562453,0.3326659500598907,1.0,1.0,37.0,13.0,0.0,0.0,1.9962154626846316,0.0025190776214003,1.9962154626846316,1.9735437631607056,1.960132122039795,1.9603253602981567,0.001,nasa_battery_capacity_reviewer_clean_inner0,1
B0025,meta_fit,-0.5908896923065186,-0.2516950964927673,-0.2908921241760254,-0.7069917321205139,0.0,0.0013216790976002,0.4223386943340301,0.0,0.0,8.0,8.0,0.0,0.0,2.13358473777771,0.0075149801559746,2.13358473777771,2.0659499168396,1.9764550924301147,1.930130958557129,0.001,nasa_battery_capacity_reviewer_clean_inner0,1
B0028,meta_fit,-0.2004587054252624,-0.28338223695755,-0.2201167494058609,-0.4192182421684265,3.0,0.0006062893662601,0.3061763048171997,0.0,0.0,8.0,8.0,0.0,0.0,1.9012075662612915,0.0002348290581721,1.9012075662612915,1.8990941047668457,1.8962938785552976,1.9023280143737795,0.001,nasa_battery_capacity_reviewer_clean_inner0,1
B0029,meta_fit,-0.2791624665260315,-0.331330806016922,-0.0518353134393692,-0.3566959500312805,0.0,0.0181852877140045,0.2983735799789428,0.0,0.0,12.0,12.0,0.0,0.0,1.8585224151611328,-0.0001758999278536,1.8585224151611328,1.8601055145263672,1.8570204973220823,1.8483844995498655,0.001,nasa_battery_capacity_reviewer_clean_inner0,1
B0031,meta_fit,-0.2906738817691803,-0.8361331224441528,0.0446753241121768,-0.0795421972870826,0.0,0.0217789243906736,0.5219541192054749,0.0,0.0,12.0,12.0,0.0,0.0,1.7953861951828003,-0.0034881036262959,1.7953861951828003,1.826779127120972,1.8510372638702397,1.8813655376434328,0.001,nasa_battery_capacity_reviewer_clean_inner0,1
B0033,meta_fit,-0.0078106238506734,-0.0519772246479988,0.1308900415897369,0.1997910588979721,3.0,0.1923591196537017,0.0134703116491436,1.0,1.0,42.0,15.0,0.0,0.0,1.5871012210845947,-0.0062490040436387,1.5871012210845947,1.6433422565460205,1.6806409358978271,1.6740727424621582,0.001,nasa_battery_capacity_reviewer_clean_inner0,1
B0040,meta_fit,0.3141438663005829,0.2853850126266479,-0.295937567949295,0.2830486297607422,3.0,0.0113543132320046,0.682897686958313,0.0,0.0,14.0,14.0,0.0,0.0,1.6217660903930664,-0.0037466420326381,1.6217660903930664,1.6554858684539795,1.6623536348342896,1.6407504081726074,0.001,nasa_battery_capacity_reviewer_clean_inner0,1
B0006,meta_fit,-0.4285059869289398,-0.1572255790233612,-0.1858515590429306,-0.415054440498352,2.0,0.0061393454670906,0.4341360628604889,1.0,1.0,37.0,13.0,0.0,0.0,2.022963285446167,0.0076594618149101,2.022963285446167,1.9540281295776367,1.9067013263702397,1.878473162651062,0.01,nasa_battery_capacity_reviewer_clean_inner0,1
B0007,meta_fit,-0.2436988800764084,-0.5430217981338501,-0.167438730597496,-0.2389717400074005,3.0,0.0020034541375935,0.4645069539546966,1.0,1.0,37.0,13.0,0.0,0.0,1.892995357513428,-0.0020074050407856,1.892995357513428,1.9110620021820068,1.9226384162902832,1.936227917671204,0.01,nasa_battery_capacity_reviewer_clean_inner0,1
B0025,meta_fit,-0.2397512197494506,-0.2034614533185959,-0.2821634113788605,-0.7582609057426453,0.0,0.0014476515352725,0.3645027875900268,0.0,0.0,8.0,8.0,0.0,0.0,1.916338562965393,-0.0003542635240592,1.916338562965393,1.9195269346237185,1.9045355319976809,1.8778953552246092,0.01,nasa_battery_capacity_reviewer_clean_inner0,1
B0028,meta_fit,-0.0642628148198127,0.0121076125651597,-0.406197041273117,-1.10096538066864,0.0,0.0006491070380434,0.3763925433158874,0.0,0.0,8.0,8.0,0.0,0.0,1.832617998123169,-0.0018157826270908,1.832617998123169,1.848960041999817,1.8349297046661377,1.8159576654434204,0.01,nasa_battery_capacity_reviewer_clean_inner0,1
B0029,meta_fit,-0.2747193276882171,-0.3348462879657745,-0.0451065003871917,-0.362714022397995,0.0,0.0182498842477798,0.226747378706932,0.0,0.0,12.0,12.0,0.0,0.0,1.8516294956207275,-0.000524467905052,1.8516294956207275,1.8563497066497805,1.8541598320007324,1.8441319465637207,0.01,nasa_battery_capacity_reviewer_clean_inner0,1
B0031,meta_fit,-0.3529940545558929,-0.2644003331661224,-0.0582175925374031,-0.2654826939105987,3.0,0.0202761143445968,0.3665416240692138,0.0,0.0,12.0,12.0,0.0,0.0,1.8959031105041504,0.0007402367191389,1.8959031105041504,1.8892409801483157,1.8612608909606931,1.858182430267334,0.01,nasa_battery_capacity_reviewer_clean_inner0,1
B0033,meta_fit,0.0012900757137686,-0.0414550639688968,0.1058616191148758,0.1952944844961166,1.0,0.2533913552761078,0.0738441795110702,1.0,1.0,42.0,15.0,0.0,0.0,1.5998589992523191,-0.0062315729446709,1.5998589992523191,1.6559431552886963,1.6965446472167969,1.6802568435668943,0.01,nasa_battery_capacity_reviewer_clean_inner0,1
B0040,meta_fit,0.4843812584877014,0.4891811013221741,-0.8946982622146606,0.8667088150978088,1.0,0.0157169010490179,0.1554471105337143,0.0,0.0,14.0,14.0,0.0,0.0,1.7935616970062256,-0.0026719835586845,1.7935616970062256,1.8176095485687256,1.8319461345672607,1.8405890464782717,0.01,nasa_battery_capacity_reviewer_clean_inner0,1
B0006,meta_fit,-0.3445814549922943,0.0587663762271404,-0.2648439407348633,-0.2124198377132415,3.0,0.0176784340292215,0.0679547116160392,1.0,1.0,37.0,13.0,0.0,0.0,1.971240997314453,0.0061866044998168,1.971240997314453,1.915561556816101,1.877618789672852,1.862313270568848,0.1,nasa_battery_capacity_reviewer_clean_inner0,1
B0007,meta_fit,0.08749321103096,-0.6034157276153564,-0.2748337090015411,-0.8285643458366394,0.0,0.0128745855763554,0.9131320118904114,1.0,1.0,37.0,13.0,0.0,0.0,1.8357927799224851,-0.0004262659349478,1.8357927799224851,1.8396291732788088,1.8549644947052,1.85733699798584,0.1,nasa_battery_capacity_reviewer_clean_inner0,1
B0025,meta_fit,0.1274706870317459,-0.6348049640655518,-0.2824606299400329,-1.4430135488510132,2.0,0.0028030469547957,0.4889967143535614,0.0,0.0,8.0,8.0,0.0,0.0,1.836097717285156,-0.0010496510658413,1.836097717285156,1.8455445766448972,1.8354523181915283,1.8243416547775269,0.1,nasa_battery_capacity_reviewer_clean_inner0,1
B0028,meta_fit,-0.0729874670505523,0.044890396296978,-0.4282504320144653,-1.2164702415466309,1.0,0.0006092688417993,0.5647032260894775,0.0,0.0,8.0,8.0,0.0,0.0,1.8389928340911863,-0.0005151960649527,1.8389928340911863,1.8436295986175537,1.830070972442627,1.810713291168213,0.1,nasa_battery_capacity_reviewer_clean_inner0,1
B0029,meta_fit,-0.2842579185962677,-0.3238980174064636,-0.014358508400619,-0.3931363523006439,2.0,0.0186925064772367,0.271375834941864,0.0,0.0,12.0,12.0,0.0,0.0,1.8379364013671875,-0.0005023877019993,1.8379364013671875,1.842457890510559,1.840652108192444,1.8227405548095703,0.1,nasa_battery_capacity_reviewer_clean_inner0,1
B0031,meta_fit,-0.2610948085784912,-0.7813395857810974,0.0668403580784797,-0.135674700140953,0.0,0.0217026397585868,0.350924015045166,0.0,0.0,12.0,12.0,0.0,0.0,1.7808321714401243,-0.0033701790962368,1.7808321714401243,1.8111637830734253,1.8355249166488647,1.860969066619873,0.1,nasa_battery_capacity_reviewer_clean_inner0,1
B0033,meta_fit,-0.0907389521598815,0.123185209929943,-0.1927604228258133,0.1578463912010193,1.0,0.5379264950752258,0.0112151755020022,1.0,1.0,42.0,15.0,0.0,0.0,1.8257529735565183,-0.0010002454509958,1.8257529735565183,1.8347551822662356,1.82317316532135,1.7884018421173096,0.1,nasa_battery_capacity_reviewer_clean_inner0,1
B0040,meta_fit,0.5208271741867065,0.4665640890598297,-0.9667067527770996,0.9369425773620604,2.0,0.0172937009483575,0.0775680020451545,0.0,0.0,14.0,14.0,0.0,0.0,1.8217523097991943,-0.0040569701232016,1.8217523097991943,1.858265042304993,1.868743896484375,1.8769680261611936,0.1,nasa_battery_capacity_reviewer_clean_inner0,1
B0006,meta_fit,-0.1844312846660614,-0.1195325180888176,-0.1252576857805252,-0.1978239119052887,2.0,0.0910821706056594,0.2974838316440582,1.0,1.0,37.0,13.0,0.0,0.0,1.857393264770508,0.0004165834980085,1.857393264770508,1.8536440134048464,1.8417599201202397,1.829875469207764,1.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0007,meta_fit,0.306732177734375,-0.9032230377197266,-0.3011370003223419,-1.3285084962844849,2.0,0.0327440276741981,1.090575098991394,1.0,1.0,37.0,13.0,0.0,0.0,1.8137773275375368,-0.0008852879400365,1.8137773275375368,1.8217449188232424,1.835271954536438,1.8342244625091555,1.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0025,meta_fit,0.191205233335495,-0.7594879269599915,-0.2640991806983948,-1.467669129371643,3.0,0.0043197209015488,0.1086160317063331,0.0,0.0,8.0,8.0,0.0,0.0,1.828113079071045,-0.0005825757980346,1.828113079071045,1.833356261253357,1.8256105184555051,1.8167786598205569,1.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0028,meta_fit,-0.3994738459587097,-0.6512050032615662,0.1189394369721412,-0.6954380869865417,2.0,0.0007347842911258,0.3515492081642151,0.0,0.0,8.0,8.0,0.0,0.0,1.8440840244293213,0.0002679030003491,1.8440840244293213,1.8416728973388672,1.8304866552352903,1.815803289413452,1.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0029,meta_fit,-0.3067014217376709,-0.3093292415142059,-0.0006312719197012,-0.3707092404365539,2.0,0.0197023823857307,0.3056871891021728,0.0,0.0,12.0,12.0,0.0,0.0,1.843205809593201,0.0001845227379817,1.843205809593201,1.8415451049804688,1.833703875541687,1.8172687292099,1.0,nasa_battery_capacity_reviewer_clean_inner0,1
